Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 7, 'n_head': 4, 'n_kv_head': 2, 'n_embd': 512, 'window_pattern': 'SSMM'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 8,388,608
  lm_head                 : 4,194,304
  transformer_matrices    : 12,845,312
  scalars                 : 14
  total                   : 29,622,542
Estimated FLOPs per token: 1.187528e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.010814 | lrm: 1.00 | dt: 16585ms | tok/sec: 3,951 | mfu: 0.0% | epoch: 1 | remaining: 300s    
step 00556 (30.7%) | loss: 3.486734 | lrm: 1.00 | dt: 168ms | tok/sec: 389,472 | mfu: 4.7% | epoch: 1 | remaining: 208s    
step 00557 (30.8%) | loss: 3.489935 | lrm: 1.00 | dt: 170ms | tok/sec: 386,024 | mfu: 4.6% | epoch: 1 | remaining: 208s    
step 00558 (30.8%) | loss: 3.491488 | lrm: 1.00 | dt: 170ms | tok/sec: 386,271 | mfu: 4.6% | epoch: 1 | remaining: 207s    
step 00559 (30.9%) | loss: 3.500998 | lrm: 1.00 | dt: 169ms | tok/sec: 387,654 | mfu: 4.7% | epoch: 1 | remaining: 207s    
step 00560 (30.9%) | loss: 3.492906 | lrm: 1.00 | dt: 168ms | tok/sec: 389,309 | mfu: 4.7% | epoch: 1 | remaining: 207s    
step 00561 (31.0%) | loss: 3.495740 | lrm: 1.00 | dt: 169ms | tok/sec: 386,813 | mfu: 4.6% | epoch: 1 | remaining: 207s    
step 00562 (31.0%) | loss: 3.499564 | lrm: 1.00 | dt: 169ms | tok/sec: 387,922 | mfu: 4.7% | epoch: 1 | remaining: 207s    
step 00563 (31.1%) | loss: 3.485646 | lrm: 1.00 | dt: 169ms | tok/sec: 387,464 | mfu: 4.7% | epoch: 1 | remaining: 207s    
step 00564 (31.2%) | loss: 3.485388 | lrm: 1.00 | dt: 168ms | tok/sec: 389,771 | mfu: 4.7% | epoch: 1 | remaining: 206s    
step 00565 (31.2%) | loss: 3.482011 | lrm: 1.00 | dt: 167ms | tok/sec: 392,060 | mfu: 4.7% | epoch: 1 | remaining: 206s    
step 00566 (31.3%) | loss: 3.479728 | lrm: 1.00 | dt: 170ms | tok/sec: 385,609 | mfu: 4.6% | epoch: 1 | remaining: 206s    
step 00567 (31.3%) | loss: 3.477922 | lrm: 1.00 | dt: 172ms | tok/sec: 381,148 | mfu: 4.6% | epoch: 1 | remaining: 206s    
step 00568 (31.4%) | loss: 3.474565 | lrm: 1.00 | dt: 169ms | tok/sec: 388,174 | mfu: 4.7% | epoch: 1 | remaining: 206s    
step 00569 (31.4%) | loss: 3.463458 | lrm: 1.00 | dt: 167ms | tok/sec: 392,146 | mfu: 4.7% | epoch: 1 | remaining: 206s    
step 00570 (31.5%) | loss: 3.462818 | lrm: 1.00 | dt: 170ms | tok/sec: 385,691 | mfu: 4.6% | epoch: 1 | remaining: 205s    
step 00571 (31.6%) | loss: 3.468240 | lrm: 1.00 | dt: 169ms | tok/sec: 388,165 | mfu: 4.7% | epoch: 1 | remaining: 205s    
step 00572 (31.6%) | loss: 3.485291 | lrm: 1.00 | dt: 168ms | tok/sec: 390,032 | mfu: 4.7% | epoch: 1 | remaining: 205s    
step 00573 (31.7%) | loss: 3.491205 | lrm: 1.00 | dt: 169ms | tok/sec: 388,451 | mfu: 4.7% | epoch: 1 | remaining: 205s    
step 00574 (31.7%) | loss: 3.483957 | lrm: 1.00 | dt: 170ms | tok/sec: 386,289 | mfu: 4.6% | epoch: 1 | remaining: 205s    
step 00575 (31.8%) | loss: 3.484020 | lrm: 1.00 | dt: 168ms | tok/sec: 389,373 | mfu: 4.7% | epoch: 1 | remaining: 204s    
step 00576 (31.8%) | loss: 3.476294 | lrm: 1.00 | dt: 169ms | tok/sec: 387,726 | mfu: 4.7% | epoch: 1 | remaining: 204s    
step 00577 (31.9%) | loss: 3.456538 | lrm: 1.00 | dt: 169ms | tok/sec: 387,850 | mfu: 4.7% | epoch: 1 | remaining: 204s    
step 00578 (31.9%) | loss: 3.451696 | lrm: 1.00 | dt: 169ms | tok/sec: 388,872 | mfu: 4.7% | epoch: 1 | remaining: 204s    
step 00579 (32.0%) | loss: 3.453195 | lrm: 1.00 | dt: 170ms | tok/sec: 385,569 | mfu: 4.6% | epoch: 1 | remaining: 204s    
step 00580 (32.1%) | loss: 3.458024 | lrm: 1.00 | dt: 169ms | tok/sec: 387,798 | mfu: 4.7% | epoch: 1 | remaining: 204s    
step 00581 (32.1%) | loss: 3.449744 | lrm: 1.00 | dt: 170ms | tok/sec: 385,162 | mfu: 4.6% | epoch: 1 | remaining: 203s    
step 00582 (32.2%) | loss: 3.449033 | lrm: 1.00 | dt: 168ms | tok/sec: 389,661 | mfu: 4.7% | epoch: 1 | remaining: 203s    
step 00583 (32.2%) | loss: 3.452359 | lrm: 1.00 | dt: 170ms | tok/sec: 385,445 | mfu: 4.6% | epoch: 1 | remaining: 203s    
step 00584 (32.3%) | loss: 3.458139 | lrm: 1.00 | dt: 170ms | tok/sec: 384,809 | mfu: 4.6% | epoch: 1 | remaining: 203s    
step 00585 (32.3%) | loss: 3.467133 | lrm: 1.00 | dt: 170ms | tok/sec: 386,188 | mfu: 4.6% | epoch: 1 | remaining: 203s    
step 00586 (32.4%) | loss: 3.473227 | lrm: 1.00 | dt: 168ms | tok/sec: 391,167 | mfu: 4.7% | epoch: 1 | remaining: 203s    
step 00587 (32.5%) | loss: 3.474417 | lrm: 1.00 | dt: 168ms | tok/sec: 389,422 | mfu: 4.7% | epoch: 1 | remaining: 202s    
step 00588 (32.5%) | loss: 3.469297 | lrm: 1.00 | dt: 169ms | tok/sec: 388,937 | mfu: 4.7% | epoch: 1 | remaining: 202s    
step 00589 (32.6%) | loss: 3.453736 | lrm: 1.00 | dt: 169ms | tok/sec: 387,124 | mfu: 4.6% | epoch: 1 | remaining: 202s    
step 00590 (32.6%) | loss: 3.456527 | lrm: 1.00 | dt: 171ms | tok/sec: 384,077 | mfu: 4.6% | epoch: 1 | remaining: 202s    
step 00591 (32.7%) | loss: 3.449729 | lrm: 1.00 | dt: 168ms | tok/sec: 389,270 | mfu: 4.7% | epoch: 1 | remaining: 202s    
step 00592 (32.7%) | loss: 3.448443 | lrm: 1.00 | dt: 170ms | tok/sec: 385,983 | mfu: 4.6% | epoch: 1 | remaining: 202s    
step 00593 (32.8%) | loss: 3.454113 | lrm: 1.00 | dt: 168ms | tok/sec: 389,850 | mfu: 4.7% | epoch: 1 | remaining: 201s    
step 00594 (32.8%) | loss: 3.459986 | lrm: 1.00 | dt: 170ms | tok/sec: 386,098 | mfu: 4.6% | epoch: 1 | remaining: 201s    
step 00595 (32.9%) | loss: 3.460888 | lrm: 1.00 | dt: 169ms | tok/sec: 387,760 | mfu: 4.7% | epoch: 1 | remaining: 201s    
step 00596 (33.0%) | loss: 3.447864 | lrm: 1.00 | dt: 172ms | tok/sec: 382,082 | mfu: 4.6% | epoch: 1 | remaining: 201s    
step 00597 (33.0%) | loss: 3.451053 | lrm: 1.00 | dt: 170ms | tok/sec: 385,637 | mfu: 4.6% | epoch: 1 | remaining: 201s    
step 00598 (33.1%) | loss: 3.450192 | lrm: 1.00 | dt: 169ms | tok/sec: 387,408 | mfu: 4.6% | epoch: 1 | remaining: 201s    
step 00599 (33.1%) | loss: 3.448451 | lrm: 1.00 | dt: 167ms | tok/sec: 391,805 | mfu: 4.7% | epoch: 1 | remaining: 200s    
step 00600 (33.2%) | loss: 3.448170 | lrm: 1.00 | dt: 168ms | tok/sec: 389,214 | mfu: 4.7% | epoch: 1 | remaining: 200s    
step 00601 (33.2%) | loss: 3.445095 | lrm: 1.00 | dt: 169ms | tok/sec: 387,950 | mfu: 4.7% | epoch: 1 | remaining: 200s    
step 00602 (33.3%) | loss: 3.446651 | lrm: 1.00 | dt: 172ms | tok/sec: 381,067 | mfu: 4.6% | epoch: 1 | remaining: 200s    
step 00603 (33.4%) | loss: 3.449859 | lrm: 1.00 | dt: 168ms | tok/sec: 389,699 | mfu: 4.7% | epoch: 1 | remaining: 200s    
step 00604 (33.4%) | loss: 3.451904 | lrm: 1.00 | dt: 169ms | tok/sec: 388,605 | mfu: 4.7% | epoch: 1 | remaining: 200s    
step 00605 (33.5%) | loss: 3.456334 | lrm: 1.00 | dt: 168ms | tok/sec: 390,535 | mfu: 4.7% | epoch: 1 | remaining: 199s    
step 00606 (33.5%) | loss: 3.456236 | lrm: 1.00 | dt: 172ms | tok/sec: 381,005 | mfu: 4.6% | epoch: 1 | remaining: 199s    
step 00607 (33.6%) | loss: 3.457763 | lrm: 1.00 | dt: 168ms | tok/sec: 390,432 | mfu: 4.7% | epoch: 1 | remaining: 199s    
step 00608 (33.6%) | loss: 3.458157 | lrm: 1.00 | dt: 170ms | tok/sec: 386,392 | mfu: 4.6% | epoch: 1 | remaining: 199s    
step 00609 (33.7%) | loss: 3.461169 | lrm: 1.00 | dt: 168ms | tok/sec: 389,509 | mfu: 4.7% | epoch: 1 | remaining: 199s    
step 00610 (33.8%) | loss: 3.453605 | lrm: 1.00 | dt: 169ms | tok/sec: 387,436 | mfu: 4.6% | epoch: 1 | remaining: 199s    
step 00611 (33.8%) | loss: 3.452873 | lrm: 1.00 | dt: 168ms | tok/sec: 389,593 | mfu: 4.7% | epoch: 1 | remaining: 198s    
step 00612 (33.9%) | loss: 3.459060 | lrm: 1.00 | dt: 168ms | tok/sec: 389,547 | mfu: 4.7% | epoch: 1 | remaining: 198s    
step 00613 (33.9%) | loss: 3.460300 | lrm: 1.00 | dt: 170ms | tok/sec: 385,677 | mfu: 4.6% | epoch: 1 | remaining: 198s    
step 00614 (34.0%) | loss: 3.457170 | lrm: 1.00 | dt: 171ms | tok/sec: 384,187 | mfu: 4.6% | epoch: 1 | remaining: 198s    
step 00615 (34.0%) | loss: 3.455654 | lrm: 1.00 | dt: 168ms | tok/sec: 390,377 | mfu: 4.7% | epoch: 1 | remaining: 198s    
step 00616 (34.1%) | loss: 3.458317 | lrm: 1.00 | dt: 169ms | tok/sec: 387,254 | mfu: 4.6% | epoch: 1 | remaining: 198s    
step 00617 (34.1%) | loss: 3.451990 | lrm: 1.00 | dt: 169ms | tok/sec: 388,750 | mfu: 4.7% | epoch: 1 | remaining: 197s    
step 00618 (34.2%) | loss: 3.457968 | lrm: 1.00 | dt: 169ms | tok/sec: 388,541 | mfu: 4.7% | epoch: 1 | remaining: 197s    
step 00619 (34.3%) | loss: 3.464238 | lrm: 1.00 | dt: 169ms | tok/sec: 388,866 | mfu: 4.7% | epoch: 1 | remaining: 197s    
step 00620 (34.3%) | loss: 3.467257 | lrm: 1.00 | dt: 170ms | tok/sec: 385,435 | mfu: 4.6% | epoch: 1 | remaining: 197s    
step 00621 (34.4%) | loss: 3.471568 | lrm: 1.00 | dt: 168ms | tok/sec: 390,382 | mfu: 4.7% | epoch: 1 | remaining: 197s    
step 00622 (34.4%) | loss: 3.471516 | lrm: 1.00 | dt: 168ms | tok/sec: 389,015 | mfu: 4.7% | epoch: 1 | remaining: 197s    
step 00623 (34.5%) | loss: 3.475600 | lrm: 1.00 | dt: 169ms | tok/sec: 387,144 | mfu: 4.6% | epoch: 1 | remaining: 196s    
step 00624 (34.5%) | loss: 3.471611 | lrm: 1.00 | dt: 168ms | tok/sec: 389,629 | mfu: 4.7% | epoch: 1 | remaining: 196s    
step 00625 (34.6%) | loss: 3.472225 | lrm: 1.00 | dt: 169ms | tok/sec: 388,161 | mfu: 4.7% | epoch: 1 | remaining: 196s    
step 00626 (34.7%) | loss: 3.485827 | lrm: 1.00 | dt: 172ms | tok/sec: 381,732 | mfu: 4.6% | epoch: 1 | remaining: 196s    
step 00627 (34.7%) | loss: 3.483193 | lrm: 1.00 | dt: 169ms | tok/sec: 387,536 | mfu: 4.7% | epoch: 1 | remaining: 196s    
step 00628 (34.8%) | loss: 3.470708 | lrm: 1.00 | dt: 168ms | tok/sec: 389,520 | mfu: 4.7% | epoch: 1 | remaining: 196s    
step 00629 (34.8%) | loss: 3.468182 | lrm: 1.00 | dt: 168ms | tok/sec: 389,826 | mfu: 4.7% | epoch: 1 | remaining: 195s    
step 00630 (34.9%) | loss: 3.465764 | lrm: 1.00 | dt: 169ms | tok/sec: 388,296 | mfu: 4.7% | epoch: 1 | remaining: 195s    
step 00631 (34.9%) | loss: 3.453214 | lrm: 1.00 | dt: 172ms | tok/sec: 381,512 | mfu: 4.6% | epoch: 1 | remaining: 195s    
step 00632 (35.0%) | loss: 3.445564 | lrm: 1.00 | dt: 170ms | tok/sec: 385,002 | mfu: 4.6% | epoch: 1 | remaining: 195s    
step 00633 (35.0%) | loss: 3.443083 | lrm: 1.00 | dt: 169ms | tok/sec: 388,461 | mfu: 4.7% | epoch: 1 | remaining: 195s    
step 00634 (35.1%) | loss: 3.444637 | lrm: 1.00 | dt: 169ms | tok/sec: 388,920 | mfu: 4.7% | epoch: 1 | remaining: 195s    
step 00635 (35.2%) | loss: 3.441792 | lrm: 1.00 | dt: 168ms | tok/sec: 390,433 | mfu: 4.7% | epoch: 1 | remaining: 194s    
step 00636 (35.2%) | loss: 3.438049 | lrm: 1.00 | dt: 168ms | tok/sec: 389,646 | mfu: 4.7% | epoch: 1 | remaining: 194s    
step 00637 (35.3%) | loss: 3.428536 | lrm: 1.00 | dt: 170ms | tok/sec: 386,348 | mfu: 4.6% | epoch: 1 | remaining: 194s    
step 00638 (35.3%) | loss: 3.425554 | lrm: 1.00 | dt: 170ms | tok/sec: 385,846 | mfu: 4.6% | epoch: 1 | remaining: 194s    
step 00639 (35.4%) | loss: 3.439066 | lrm: 1.00 | dt: 169ms | tok/sec: 387,009 | mfu: 4.6% | epoch: 1 | remaining: 194s    
step 00640 (35.4%) | loss: 3.437763 | lrm: 1.00 | dt: 168ms | tok/sec: 389,069 | mfu: 4.7% | epoch: 1 | remaining: 194s    
step 00641 (35.5%) | loss: 3.437439 | lrm: 1.00 | dt: 169ms | tok/sec: 388,126 | mfu: 4.7% | epoch: 1 | remaining: 193s    
step 00642 (35.6%) | loss: 3.440279 | lrm: 1.00 | dt: 170ms | tok/sec: 385,529 | mfu: 4.6% | epoch: 1 | remaining: 193s    
step 00643 (35.6%) | loss: 3.435937 | lrm: 1.00 | dt: 169ms | tok/sec: 387,799 | mfu: 4.7% | epoch: 1 | remaining: 193s    
step 00644 (35.7%) | loss: 3.428063 | lrm: 1.00 | dt: 170ms | tok/sec: 386,136 | mfu: 4.6% | epoch: 1 | remaining: 193s    
step 00645 (35.7%) | loss: 3.430913 | lrm: 1.00 | dt: 168ms | tok/sec: 390,082 | mfu: 4.7% | epoch: 1 | remaining: 193s    
step 00646 (35.8%) | loss: 3.431528 | lrm: 1.00 | dt: 168ms | tok/sec: 388,959 | mfu: 4.7% | epoch: 1 | remaining: 192s    
step 00647 (35.8%) | loss: 3.432158 | lrm: 1.00 | dt: 169ms | tok/sec: 388,199 | mfu: 4.7% | epoch: 1 | remaining: 192s    
step 00648 (35.9%) | loss: 3.433983 | lrm: 1.00 | dt: 169ms | tok/sec: 388,364 | mfu: 4.7% | epoch: 1 | remaining: 192s    
step 00649 (35.9%) | loss: 3.442283 | lrm: 1.00 | dt: 169ms | tok/sec: 386,831 | mfu: 4.6% | epoch: 1 | remaining: 192s    
step 00650 (36.0%) | loss: 3.442982 | lrm: 1.00 | dt: 170ms | tok/sec: 386,514 | mfu: 4.6% | epoch: 1 | remaining: 192s    
step 00651 (36.1%) | loss: 3.431637 | lrm: 1.00 | dt: 168ms | tok/sec: 389,347 | mfu: 4.7% | epoch: 1 | remaining: 192s    
step 00652 (36.1%) | loss: 3.431706 | lrm: 1.00 | dt: 168ms | tok/sec: 389,341 | mfu: 4.7% | epoch: 1 | remaining: 191s    
step 00653 (36.2%) | loss: 3.435332 | lrm: 1.00 | dt: 169ms | tok/sec: 386,753 | mfu: 4.6% | epoch: 1 | remaining: 191s    
step 00654 (36.2%) | loss: 3.429398 | lrm: 1.00 | dt: 170ms | tok/sec: 385,246 | mfu: 4.6% | epoch: 1 | remaining: 191s    
step 00655 (36.3%) | loss: 3.421581 | lrm: 1.00 | dt: 169ms | tok/sec: 387,081 | mfu: 4.6% | epoch: 1 | remaining: 191s    
step 00656 (36.3%) | loss: 3.421417 | lrm: 1.00 | dt: 169ms | tok/sec: 388,567 | mfu: 4.7% | epoch: 1 | remaining: 191s    
step 00657 (36.4%) | loss: 3.424384 | lrm: 1.00 | dt: 169ms | tok/sec: 387,003 | mfu: 4.6% | epoch: 1 | remaining: 191s    
step 00658 (36.5%) | loss: 3.430824 | lrm: 1.00 | dt: 168ms | tok/sec: 390,348 | mfu: 4.7% | epoch: 1 | remaining: 190s    
step 00659 (36.5%) | loss: 3.432960 | lrm: 1.00 | dt: 171ms | tok/sec: 383,921 | mfu: 4.6% | epoch: 1 | remaining: 190s    
step 00660 (36.6%) | loss: 3.435772 | lrm: 1.00 | dt: 170ms | tok/sec: 385,330 | mfu: 4.6% | epoch: 1 | remaining: 190s    
step 00661 (36.6%) | loss: 3.438057 | lrm: 1.00 | dt: 168ms | tok/sec: 389,519 | mfu: 4.7% | epoch: 1 | remaining: 190s    
step 00662 (36.7%) | loss: 3.432536 | lrm: 1.00 | dt: 169ms | tok/sec: 386,667 | mfu: 4.6% | epoch: 1 | remaining: 190s    
step 00663 (36.7%) | loss: 3.427079 | lrm: 1.00 | dt: 168ms | tok/sec: 389,788 | mfu: 4.7% | epoch: 1 | remaining: 190s    
step 00664 (36.8%) | loss: 3.433633 | lrm: 1.00 | dt: 169ms | tok/sec: 387,939 | mfu: 4.7% | epoch: 1 | remaining: 189s    
step 00665 (36.9%) | loss: 3.437207 | lrm: 1.00 | dt: 171ms | tok/sec: 384,290 | mfu: 4.6% | epoch: 1 | remaining: 189s    
step 00666 (36.9%) | loss: 3.440732 | lrm: 1.00 | dt: 169ms | tok/sec: 387,149 | mfu: 4.6% | epoch: 1 | remaining: 189s    
step 00667 (37.0%) | loss: 3.434739 | lrm: 1.00 | dt: 168ms | tok/sec: 390,072 | mfu: 4.7% | epoch: 1 | remaining: 189s    
step 00668 (37.0%) | loss: 3.437621 | lrm: 1.00 | dt: 170ms | tok/sec: 385,576 | mfu: 4.6% | epoch: 1 | remaining: 189s    
step 00669 (37.1%) | loss: 3.436232 | lrm: 1.00 | dt: 169ms | tok/sec: 388,471 | mfu: 4.7% | epoch: 1 | remaining: 189s    
step 00670 (37.1%) | loss: 3.424203 | lrm: 1.00 | dt: 168ms | tok/sec: 390,074 | mfu: 4.7% | epoch: 1 | remaining: 188s    
step 00671 (37.2%) | loss: 3.429564 | lrm: 1.00 | dt: 168ms | tok/sec: 390,810 | mfu: 4.7% | epoch: 1 | remaining: 188s    
step 00672 (37.2%) | loss: 3.430360 | lrm: 1.00 | dt: 169ms | tok/sec: 386,917 | mfu: 4.6% | epoch: 1 | remaining: 188s    
step 00673 (37.3%) | loss: 3.422277 | lrm: 1.00 | dt: 171ms | tok/sec: 384,059 | mfu: 4.6% | epoch: 1 | remaining: 188s    
step 00674 (37.4%) | loss: 3.418320 | lrm: 1.00 | dt: 169ms | tok/sec: 387,509 | mfu: 4.7% | epoch: 1 | remaining: 188s    
step 00675 (37.4%) | loss: 3.422821 | lrm: 1.00 | dt: 169ms | tok/sec: 388,827 | mfu: 4.7% | epoch: 1 | remaining: 188s    
step 00676 (37.5%) | loss: 3.426922 | lrm: 1.00 | dt: 169ms | tok/sec: 388,552 | mfu: 4.7% | epoch: 1 | remaining: 187s    
step 00677 (37.5%) | loss: 3.429426 | lrm: 1.00 | dt: 169ms | tok/sec: 388,733 | mfu: 4.7% | epoch: 1 | remaining: 187s    
step 00678 (37.6%) | loss: 3.422328 | lrm: 1.00 | dt: 170ms | tok/sec: 384,787 | mfu: 4.6% | epoch: 1 | remaining: 187s    
step 00679 (37.6%) | loss: 3.422021 | lrm: 1.00 | dt: 170ms | tok/sec: 386,506 | mfu: 4.6% | epoch: 1 | remaining: 187s    
step 00680 (37.7%) | loss: 3.417059 | lrm: 1.00 | dt: 168ms | tok/sec: 390,616 | mfu: 4.7% | epoch: 1 | remaining: 187s    
step 00681 (37.8%) | loss: 3.415022 | lrm: 1.00 | dt: 170ms | tok/sec: 386,263 | mfu: 4.6% | epoch: 1 | remaining: 187s    
step 00682 (37.8%) | loss: 3.410298 | lrm: 1.00 | dt: 171ms | tok/sec: 384,106 | mfu: 4.6% | epoch: 1 | remaining: 186s    
step 00683 (37.9%) | loss: 3.410886 | lrm: 1.00 | dt: 169ms | tok/sec: 388,862 | mfu: 4.7% | epoch: 1 | remaining: 186s    
step 00684 (37.9%) | loss: 3.414959 | lrm: 1.00 | dt: 167ms | tok/sec: 392,111 | mfu: 4.7% | epoch: 1 | remaining: 186s    
step 00685 (38.0%) | loss: 3.424423 | lrm: 1.00 | dt: 171ms | tok/sec: 382,285 | mfu: 4.6% | epoch: 1 | remaining: 186s    
step 00686 (38.0%) | loss: 3.425162 | lrm: 1.00 | dt: 168ms | tok/sec: 390,922 | mfu: 4.7% | epoch: 1 | remaining: 186s    
step 00687 (38.1%) | loss: 3.434421 | lrm: 1.00 | dt: 169ms | tok/sec: 387,053 | mfu: 4.6% | epoch: 1 | remaining: 186s    
step 00688 (38.1%) | loss: 3.432237 | lrm: 1.00 | dt: 169ms | tok/sec: 387,335 | mfu: 4.6% | epoch: 1 | remaining: 185s    
step 00689 (38.2%) | loss: 3.445170 | lrm: 1.00 | dt: 168ms | tok/sec: 390,288 | mfu: 4.7% | epoch: 1 | remaining: 185s    
step 00690 (38.3%) | loss: 3.448215 | lrm: 1.00 | dt: 169ms | tok/sec: 388,892 | mfu: 4.7% | epoch: 1 | remaining: 185s    
step 00691 (38.3%) | loss: 3.438160 | lrm: 1.00 | dt: 170ms | tok/sec: 385,256 | mfu: 4.6% | epoch: 1 | remaining: 185s    
step 00692 (38.4%) | loss: 3.417216 | lrm: 1.00 | dt: 168ms | tok/sec: 389,703 | mfu: 4.7% | epoch: 1 | remaining: 185s    
step 00693 (38.4%) | loss: 3.425861 | lrm: 1.00 | dt: 169ms | tok/sec: 387,291 | mfu: 4.6% | epoch: 1 | remaining: 185s    
step 00694 (38.5%) | loss: 3.439597 | lrm: 1.00 | dt: 168ms | tok/sec: 389,113 | mfu: 4.7% | epoch: 1 | remaining: 184s    
step 00695 (38.5%) | loss: 3.437656 | lrm: 1.00 | dt: 169ms | tok/sec: 388,205 | mfu: 4.7% | epoch: 1 | remaining: 184s    
step 00696 (38.6%) | loss: 3.440480 | lrm: 1.00 | dt: 169ms | tok/sec: 387,757 | mfu: 4.7% | epoch: 1 | remaining: 184s    
step 00697 (38.7%) | loss: 3.439821 | lrm: 1.00 | dt: 171ms | tok/sec: 384,101 | mfu: 4.6% | epoch: 1 | remaining: 184s    
step 00698 (38.7%) | loss: 3.430429 | lrm: 1.00 | dt: 170ms | tok/sec: 385,293 | mfu: 4.6% | epoch: 1 | remaining: 184s    
step 00699 (38.8%) | loss: 3.429698 | lrm: 1.00 | dt: 169ms | tok/sec: 388,554 | mfu: 4.7% | epoch: 1 | remaining: 184s    
step 00700 (38.8%) | loss: 3.433326 | lrm: 1.00 | dt: 170ms | tok/sec: 386,126 | mfu: 4.6% | epoch: 1 | remaining: 183s    
step 00701 (38.9%) | loss: 3.426130 | lrm: 1.00 | dt: 169ms | tok/sec: 388,486 | mfu: 4.7% | epoch: 1 | remaining: 183s    
step 00702 (38.9%) | loss: 3.424810 | lrm: 1.00 | dt: 170ms | tok/sec: 385,571 | mfu: 4.6% | epoch: 1 | remaining: 183s    
step 00703 (39.0%) | loss: 3.426223 | lrm: 1.00 | dt: 168ms | tok/sec: 390,364 | mfu: 4.7% | epoch: 1 | remaining: 183s    
step 00704 (39.0%) | loss: 3.432659 | lrm: 1.00 | dt: 170ms | tok/sec: 384,997 | mfu: 4.6% | epoch: 1 | remaining: 183s    
step 00705 (39.1%) | loss: 3.433463 | lrm: 1.00 | dt: 168ms | tok/sec: 389,595 | mfu: 4.7% | epoch: 1 | remaining: 183s    
step 00706 (39.2%) | loss: 3.432268 | lrm: 1.00 | dt: 168ms | tok/sec: 389,149 | mfu: 4.7% | epoch: 1 | remaining: 182s    
step 00707 (39.2%) | loss: 3.431279 | lrm: 1.00 | dt: 169ms | tok/sec: 387,556 | mfu: 4.7% | epoch: 1 | remaining: 182s    
step 00708 (39.3%) | loss: 3.416766 | lrm: 1.00 | dt: 169ms | tok/sec: 386,810 | mfu: 4.6% | epoch: 1 | remaining: 182s    
step 00709 (39.3%) | loss: 3.417940 | lrm: 1.00 | dt: 171ms | tok/sec: 383,169 | mfu: 4.6% | epoch: 1 | remaining: 182s    
step 00710 (39.4%) | loss: 3.418439 | lrm: 1.00 | dt: 168ms | tok/sec: 391,106 | mfu: 4.7% | epoch: 1 | remaining: 182s    
step 00711 (39.4%) | loss: 3.413489 | lrm: 1.00 | dt: 170ms | tok/sec: 386,283 | mfu: 4.6% | epoch: 1 | remaining: 181s    
step 00712 (39.5%) | loss: 3.413812 | lrm: 1.00 | dt: 170ms | tok/sec: 385,952 | mfu: 4.6% | epoch: 1 | remaining: 181s    
step 00713 (39.6%) | loss: 3.415730 | lrm: 1.00 | dt: 168ms | tok/sec: 389,156 | mfu: 4.7% | epoch: 1 | remaining: 181s    
step 00714 (39.6%) | loss: 3.424212 | lrm: 1.00 | dt: 168ms | tok/sec: 389,228 | mfu: 4.7% | epoch: 1 | remaining: 181s    
step 00715 (39.7%) | loss: 3.423699 | lrm: 1.00 | dt: 170ms | tok/sec: 385,189 | mfu: 4.6% | epoch: 1 | remaining: 181s    
step 00716 (39.7%) | loss: 3.413377 | lrm: 1.00 | dt: 167ms | tok/sec: 391,664 | mfu: 4.7% | epoch: 1 | remaining: 181s    
step 00717 (39.8%) | loss: 3.409115 | lrm: 1.00 | dt: 170ms | tok/sec: 386,408 | mfu: 4.6% | epoch: 1 | remaining: 180s    
step 00718 (39.8%) | loss: 3.407489 | lrm: 1.00 | dt: 169ms | tok/sec: 386,839 | mfu: 4.6% | epoch: 1 | remaining: 180s    
step 00719 (39.9%) | loss: 3.405853 | lrm: 1.00 | dt: 169ms | tok/sec: 387,772 | mfu: 4.7% | epoch: 1 | remaining: 180s    
step 00720 (40.0%) | loss: 3.402819 | lrm: 1.00 | dt: 169ms | tok/sec: 387,783 | mfu: 4.7% | epoch: 1 | remaining: 180s    
step 00721 (40.0%) | loss: 3.400727 | lrm: 1.00 | dt: 171ms | tok/sec: 383,334 | mfu: 4.6% | epoch: 1 | remaining: 180s    
step 00722 (40.1%) | loss: 3.392983 | lrm: 1.00 | dt: 169ms | tok/sec: 387,461 | mfu: 4.7% | epoch: 1 | remaining: 180s    
step 00723 (40.1%) | loss: 3.399784 | lrm: 1.00 | dt: 168ms | tok/sec: 391,023 | mfu: 4.7% | epoch: 1 | remaining: 179s    
step 00724 (40.2%) | loss: 3.393477 | lrm: 1.00 | dt: 170ms | tok/sec: 385,984 | mfu: 4.6% | epoch: 1 | remaining: 179s    
step 00725 (40.2%) | loss: 3.403907 | lrm: 1.00 | dt: 171ms | tok/sec: 382,849 | mfu: 4.6% | epoch: 1 | remaining: 179s    
step 00726 (40.3%) | loss: 3.405451 | lrm: 1.00 | dt: 168ms | tok/sec: 389,630 | mfu: 4.7% | epoch: 1 | remaining: 179s    
step 00727 (40.3%) | loss: 3.408003 | lrm: 1.00 | dt: 169ms | tok/sec: 387,263 | mfu: 4.6% | epoch: 1 | remaining: 179s    
